TransactionType,PostingDate,TransactionNumber,TransactionLine,FiscalYear,Period,FromCode,ToCode,PODocType,CompanyCode,OPCODesc,CostCentre,CCDesc,PLImpact,PLDesc,BalanceSheetCode,BalanceSheetDesc,U,TransactionQty,TransactionValue,Plant,Store,Part,PartDesc,MtlGroup,MtlGroupDesc,FleetNumber,PO,POLine,BIN,Originator,WorkOrder,POLineType
I,04/04/2026,7601159,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63045,,,27AB09,JOAN.MBEKI,8006822,
I,05/04/2026,7601161,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,05HF01,DAVE.FENWICK,8006824,
I,07/04/2026,7601134,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63077,,,10GH05,SAM.CAMERON,8006797,
I,08/04/2026,7601135,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63058,,,24GG04,SAM.CAMERON,8006798,
I,09/04/2026,7601194,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63045,,,16EH05,DAVE.FENWICK,8006857,
I,11/04/2026,7601272,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53255,,,13GC03,JOAN.MBEKI,8006935,
I,11/04/2026,7601298,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53277,,,27HG02,JOAN.MBEKI,8006961,
I,13/04/2026,7601132,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63058,,,04DF04,ELIJAH.CHATTOO,8006795,
I,15/04/2026,7601213,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63077,,,16EF02,JOAN.MBEKI,8006876,
I,17/04/2026,7601136,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63077,,,08BA03,SAM.CAMERON,8006799,
I,17/04/2026,7601273,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53212,,,17EC08,JOAN.MBEKI,8006936,
I,20/04/2026,7601162,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63012,,,17BD03,JOAN.MBEKI,8006825,
I,23/04/2026,7601212,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63045,,,18GC09,DAVE.FENWICK,8006875,
I,23/04/2026,7601236,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53188,,,29EH02,ELIJAH.CHATTOO,8006899,
I,24/04/2026,7601274,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53277,,,30FB02,SAM.CAMERON,8006937,
I,25/04/2026,7601193,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63077,,,11GH08,DAVE.FENWICK,8006856,
I,26/04/2026,7601133,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63058,,,05GE04,JOAN.MBEKI,8006796,
I,26/04/2026,7601210,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63012,,,24FG02,JOAN.MBEKI,8006873,
I,26/04/2026,7601235,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53144,,,08EH08,JOAN.MBEKI,8006898,
I,26/04/2026,7601257,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53144,,,06FG06,DAVE.FENWICK,8006920,
I,28/04/2026,7601297,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53244,,,29DG04,DAVE.FENWICK,8006960,
I,29/04/2026,7601237,10,FY 2027,02,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53188,,,02FE02,SAM.CAMERON,8006900,
I,30/04/2026,7601160,10,FY 2027,02,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,16DF05,DAVE.FENWICK,8006823,
I,03/05/2026,7601195,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63058,,,22DE06,ELIJAH.CHATTOO,8006858,
I,03/05/2026,7601240,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53199,,,22FG06,ELIJAH.CHATTOO,8006903,
I,03/05/2026,7601300,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53277,,,28BB02,JOAN.MBEKI,8006963,
I,04/05/2026,7601165,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63012,,,19CE04,JOAN.MBEKI,8006828,
I,05/05/2026,7601196,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63045,,,10DG04,ELIJAH.CHATTOO,8006859,
I,06/05/2026,7601260,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53255,,,03EA06,ELIJAH.CHATTOO,8006923,
I,07/05/2026,7601166,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,04HE02,DAVE.FENWICK,8006829,
I,08/05/2026,7601259,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53255,,,07BG02,DAVE.FENWICK,8006922,
I,09/05/2026,7601276,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53212,,,24BH05,DAVE.FENWICK,8006939,
I,11/05/2026,7601216,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63058,,,13EA02,SAM.CAMERON,8006879,
I,11/05/2026,7601258,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53244,,,05HA04,JOAN.MBEKI,8006921,
I,14/05/2026,7601139,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63045,,,17HA09,SAM.CAMERON,8006802,
I,14/05/2026,7601299,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53177,,,10EF08,ELIJAH.CHATTOO,8006962,
I,16/05/2026,7601215,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63058,,,14CH06,JOAN.MBEKI,8006878,
I,17/05/2026,7601140,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63012,,,10ED06,SAM.CAMERON,8006803,
I,17/05/2026,7601239,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53244,,,12HE07,DAVE.FENWICK,8006902,
I,18/05/2026,7601138,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63012,,,22BE02,JOAN.MBEKI,8006801,
I,22/05/2026,7601238,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53277,,,03AE03,DAVE.FENWICK,8006901,
I,25/05/2026,7601275,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53102,,,06GF07,ELIJAH.CHATTOO,8006938,
I,26/05/2026,7601137,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63077,,,25BG08,JOAN.MBEKI,8006800,
I,26/05/2026,7601301,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53311,,,08AF07,JOAN.MBEKI,8006964,
I,27/05/2026,7601164,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,07AE03,JOAN.MBEKI,8006827,
I,28/05/2026,7601241,10,FY 2027,03,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53311,,,32FG05,DAVE.FENWICK,8006904,
I,29/05/2026,7601163,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63012,,,19DF03,DAVE.FENWICK,8006826,
I,29/05/2026,7601214,10,FY 2027,03,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63077,,,25DH06,ELIJAH.CHATTOO,8006877,
I,01/06/2026,7601177,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63012,,,22DG05,ELIJAH.CHATTOO,8006840,
I,01/06/2026,7601179,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63045,,,12BE05,ELIJAH.CHATTOO,8006842,
I,02/06/2026,7601285,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53212,,,13GE02,DAVE.FENWICK,8006948,
I,03/06/2026,7601286,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53233,,,04DA06,SAM.CAMERON,8006949,
I,04/06/2026,7601180,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63045,,,21GF07,ELIJAH.CHATTOO,8006843,
I,04/06/2026,7601303,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53233,,,31DC04,ELIJAH.CHATTOO,8006966,
I,05/06/2026,7601287,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53244,,,14DB04,SAM.CAMERON,8006950,
I,07/06/2026,7601176,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63012,,,20HF04,SAM.CAMERON,8006839,
I,07/06/2026,7601244,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53212,,,29FH01,SAM.CAMERON,8006907,
I,08/06/2026,7601223,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63058,,,01CE09,SAM.CAMERON,8006886,
I,09/06/2026,7601144,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63077,,,20DD07,JOAN.MBEKI,8006807,
I,10/06/2026,7601171,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,23FA04,SAM.CAMERON,8006834,
I,10/06/2026,7601219,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63058,,,28HF09,JOAN.MBEKI,8006882,
I,10/06/2026,7601261,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53177,,,10FG04,DAVE.FENWICK,8006924,
I,10/06/2026,7601280,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53102,,,07HB04,SAM.CAMERON,8006943,
I,11/06/2026,7601243,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,3620,3621,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,53258,,,30GA07,ELIJAH.CHATTOO,8006906,
I,11/06/2026,7601288,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53255,,,18CA03,SAM.CAMERON,8006951,
I,12/06/2026,7601199,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63058,,,15GG08,SAM.CAMERON,8006862,
I,12/06/2026,7601220,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,2430,2431,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,63077,,,17EE04,ELIJAH.CHATTOO,8006883,
I,12/06/2026,7601304,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,185.000000,3620,3621,290200,Tyre 275/70R22.5 (EA),3502,Chassis - Tyres,53277,,,18FB04,DAVE.FENWICK,8006967,
I,13/06/2026,7601181,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63045,,,03DE07,ELIJAH.CHATTOO,8006844,
I,13/06/2026,7601281,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53144,,,27HF03,DAVE.FENWICK,8006944,
I,14/06/2026,7601197,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,2430,2431,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,63077,,,27FH01,SAM.CAMERON,8006860,
I,17/06/2026,7601182,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63077,,,28DF02,JOAN.MBEKI,8006845,
I,18/06/2026,7601141,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,302.390000,2430,2431,274016-G,Battery 12v 170Ah Type 629 QCF (EA),1402,Electrical System - Batteries,63012,,,02FH02,JOAN.MBEKI,8006804,
I,18/06/2026,7601169,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,05AB03,ELIJAH.CHATTOO,8006832,
I,19/06/2026,7601262,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53244,,,12CC02,DAVE.FENWICK,8006925,
I,20/06/2026,7601183,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63077,,,20FB09,JOAN.MBEKI,8006846,
I,20/06/2026,7601263,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53244,,,10DH04,DAVE.FENWICK,8006926,
I,20/06/2026,7601278,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53258,,,05FD08,JOAN.MBEKI,8006941,
I,21/06/2026,7601168,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,29EC09,DAVE.FENWICK,8006831,
I,21/06/2026,7601264,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,3620,3621,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,53144,,,01HE08,JOAN.MBEKI,8006927,
I,21/06/2026,7601279,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53311,,,09GB01,ELIJAH.CHATTOO,8006942,
I,21/06/2026,7601282,10,FY 2027,04,STOR,EVNT,,1074,First Glasgow (No.2) Limited,3622,Blantyre ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,15.500000,3620,3621,280100,Wiper Blade Front 24in (EA),1801,Body - Wipers,53177,,,27BH05,ELIJAH.CHATTOO,8006945,
I,22/06/2026,7601172,10,FY 2027,04,STOR,EVNT,,1073,First South Yorkshire Ltd,2432,Olive Grove ENG,331010,Stores Materials,650110,Stock Engineering Cost,EA,1,21.000000,2430,2431,275603,Filter Air Dryer Wabco Silver QCIM (EA),2903,Filters & Elements - Air,63058,,,27BF03,SAM.CAMERON,8006835,
